Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG_perc,3pt_perc,FT_perc,WS,VORP,BPM,All_NBA,All_Star
Jermaine O'Neal,IND,35.6,19.4,9.6,2.4,0.7,2.6,0.436,0,0.767,4.7,1.5,0.4,0,1
Dwight Howard,ORL,36.9,17.6,12.3,1.9,0.9,1.9,0.603,0.5,0.586,9.7,4.3,3.6,1,1
Joe Johnson,ATL,41.4,25,4.2,4.4,1.1,0.2,0.471,0.381,0.748,5.1,2.1,1.6,0,1
Chauncey Billups,DET,36.2,17,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,4.1,4.4,1,1
Vince Carter,NJN,38.1,25.2,6,4.8,1,0.4,0.454,0.357,0.802,10.5,4.8,4.1,0,1
Caron Butler,WAS,39.3,19.1,7.4,3.7,2.1,0.3,0.463,0.25,0.863,5.3,2.5,1.9,0,1
Richard Hamilton,DET,36.8,19.8,3.8,3.8,0.8,0.2,0.468,0.341,0.861,8.1,2.2,1.1,0,1
Steve Nash,PHO,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,3.9,3.8,1,1
Yao Ming,HOU,33.8,25,9.4,2,0.4,2,0.516,0,0.862,7.4,1.8,2.3,1,1
Dwight Howard,ORL,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0,0.59,12.9,3.3,2.2,1,1
LeBron James,CLE,40.4,30,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,10.1,11.2,1,1
Jason Kidd,NJN,36.3,10.8,7.5,10.1,1.7,0.3,0.385,0.381,0.818,5.9,3.5,2.8,0,1
Dwyane Wade,MIA,38.3,24.6,4.2,6.9,1.7,0.7,0.469,0.286,0.758,3.3,2.5,3,0,1
Chris Bosh,TOR,36.2,22.3,8.7,2.6,0.9,1,0.494,0.4,0.844,10.1,3.5,3.7,0,1
Ray Allen,BOS,35.9,17.4,3.7,3.1,0.9,0.2,0.445,0.398,0.907,9.7,3.4,3.1,0,1
Chauncey Billups,DET,32.3,17,2.7,6.8,1.3,0.2,0.448,0.401,0.918,13.5,5.2,6.1,0,1
Richard Hamilton,DET,33.7,17.3,3.3,4.2,1,0.1,0.484,0.44,0.833,7.7,2.8,2.5,0,1
Rasheed Wallace,DET,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,3.6,4,0,1
Joe Johnson,ATL,40.8,21.7,4.5,5.8,1,0.2,0.432,0.381,0.834,7,2.7,1.1,0,1
Paul Pierce,BOS,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,4.9,4.7,1,1
Antawn Jamison,WAS,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,9.2,1.8,0.3,0,1
Tim Duncan,SAS,34,19.3,11.3,2.8,0.7,1.9,0.497,0,0.73,11.1,4.5,4.7,1,1
Carmelo Anthony,DEN,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,8.2,2.6,1.6,0,1
Allen Iverson,DEN,41.8,26.4,3,7.1,2,0.1,0.458,0.345,0.809,11.6,3.1,1.6,0,1
Yao Ming,HOU,37.2,22,10.8,2.3,0.5,2,0.507,0,0.85,8.3,2.6,2.9,1,1
Kobe Bryant,LAL,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,6,5.4,1,1
Brandon Roy,POR,37.7,19.1,4.7,5.8,1.1,0.2,0.454,0.34,0.753,8,3.9,3.5,0,1
Chris Paul,NOH,37.6,21.1,4,11.6,2.7,0.1,0.488,0.369,0.851,17.8,8.5,9.2,1,1
Dirk Nowitzki,DAL,36,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,12.9,5,5.2,1,1
Amar'e Stoudemire,PHO,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,4,3.9,1,1
Steve Nash,PHO,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,2.6,1.6,1,1
Carlos Boozer,UTA,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0,0.738,10.2,3.7,3.2,1,1
David West,NOH,37.8,20.6,8.9,2.3,0.8,1.3,0.482,0.24,0.85,8.4,2.3,1.1,0,1
Tracy McGrady,HOU,37,21.6,5.1,5.9,1,0.5,0.419,0.292,0.684,5.8,2.7,2.4,1,0
Manu Ginobili,SAS,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,5.9,8.1,1,0
Deron Williams,UTA,37.3,18.8,3,10.5,1.1,0.3,0.507,0.395,0.803,11.3,3.2,2.1,1,0
Kevin Garnett,BOS,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0,0.801,12.9,5.5,7.4,1,1
Kobe Bryant,LAL,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,4.9,4.5,1,1
Chris Paul,NOH,38.5,22.8,5.5,11,2.8,0.1,0.503,0.364,0.868,18.3,10,11.2,1,1
Amar'e Stoudemire,PHO,36.8,21.4,8.1,2,0.9,1.1,0.539,0.429,0.835,6.1,1.5,1,0,1
Tim Duncan,SAS,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0,0.692,10.1,4.2,4.6,1,1
Yao Ming,HOU,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1,0.866,10.6,3.3,3,1,1
Brandon Roy,POR,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,5.7,5.8,1,1
Tony Parker,SAS,34.1,22,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,3.2,3.1,1,1
Chauncey Billups,DEN,35.3,17.7,3,6.4,1.2,0.2,0.418,0.408,0.913,10.1,3.2,2.5,1,1
Pau Gasol,LAL,37,18.9,9.6,3.5,0.6,1,0.567,0.5,0.781,13.9,5.3,5,1,1
David West,NOH,39.2,21,8.5,2.3,0.6,0.9,0.472,0.24,0.884,7.8,1.2,-0.5,0,1
Dirk Nowitzki,DAL,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,2.4,1.2,1,1
Shaquille O'Neal,PHO,30,17.8,8.4,1.7,0.7,1.4,0.609,0,0.595,7.8,2.3,2,1,1
Dwight Howard,ORL,35.7,20.6,13.8,1.4,1,2.9,0.572,0,0.594,13.8,4.6,4.4,1,1
LeBron James,CLE,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,11.6,13,1,1
Dwyane Wade,MIA,38.6,30.2,5,7.5,2.2,1.3,0.491,0.317,0.765,14.7,9.7,10.7,1,1
Kevin Garnett,BOS,31.1,15.8,8.5,2.5,1.1,1.2,0.531,0.25,0.841,7.1,2.7,4,0,1
Allen Iverson,DET,36.7,17.5,3,5,1.5,0.1,0.417,0.283,0.781,2.9,0.7,-0.7,0,1
Joe Johnson,ATL,39.5,21.4,4.4,5.8,1.1,0.2,0.437,0.36,0.826,7.6,3,1.7,0,1
Rashard Lewis,ORL,36.2,17.7,5.7,2.6,1,0.6,0.439,0.397,0.836,9.5,4.5,4.2,0,1
Paul Pierce,BOS,37.5,20.5,5.6,3.6,1,0.3,0.457,0.391,0.83,10.3,3.4,2.5,1,1
Ray Allen,BOS,36.4,18.2,3.5,2.8,0.9,0.2,0.48,0.409,0.952,11.1,4.3,3.9,0,1
Devin Harris,NJN,36.1,21.3,3.3,6.9,1.7,0.2,0.438,0.291,0.82,7.5,2.8,2.5,0,1
Mo Williams,CLE,35,17.8,3.4,4.1,0.9,0.1,0.467,0.436,0.912,9.8,3.1,2.3,0,1
Danny Granger,IND,36.2,25.8,5.1,2.7,1,1.4,0.447,0.404,0.878,8,3,2.9,0,1
Carmelo Anthony,DEN,34.5,22.8,6.8,3.4,1.1,0.4,0.443,0.371,0.793,5,1.3,0.3,1,0
LeBron James,CLE,39,29.7,7.3,8.6,1.6,1,0.503,0.333,0.767,18.5,10.9,12.5,1,1
Dwyane Wade,MIA,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13,8,9.4,1,1
Dwight Howard,ORL,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0,0.592,13.2,5.4,5.5,1,1
Joe Johnson,ATL,38,21.3,4.6,4.9,1.1,0.1,0.458,0.369,0.818,8.4,3,2.2,1,1
Kevin Garnett,BOS,29.9,14.3,7.3,2.7,1,0.8,0.521,0.2,0.837,7.3,2.4,2.6,0,1
Chris Bosh,TOR,36.1,24,10.8,2.4,0.6,1,0.518,0.364,0.797,9.6,2.7,2.3,0,1
Rajon Rondo,BOS,36.6,13.7,4.4,9.8,2.3,0.1,0.508,0.213,0.621,9.6,4.1,3.5,0,1
Gerald Wallace,CHA,41,18.2,10,2.1,1.5,1.1,0.484,0.371,0.776,11.5,4.3,3.5,0,1
Derrick Rose,CHI,36.8,20.8,3.8,6,0.7,0.3,0.489,0.267,0.766,6,1.8,0.5,0,1
Al Horford,ATL,35.1,14.2,9.9,2.3,0.7,1.1,0.551,1,0.789,10.9,3.8,3.3,0,1
David Lee,NYK,37.3,20.2,11.7,3.6,1,0.5,0.545,0,0.812,10.3,3.7,2.9,0,1
Paul Pierce,BOS,34,18.3,4.4,3.1,1.2,0.4,0.472,0.414,0.852,8.3,2.9,2.7,0,1
Carmelo Anthony,DEN,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,7.9,2.3,1.4,1,1
Dirk Nowitzki,DAL,37.5,25,7.7,2.7,0.9,1,0.481,0.421,0.915,12.3,3.5,2.6,1,1
Steve Nash,PHO,32.8,16.5,3.3,11,0.5,0.1,0.507,0.426,0.938,9.9,2.6,1.8,1,1
Amar'e Stoudemire,PHO,34.6,23.1,8.9,1,0.6,1,0.557,0.167,0.771,10.7,1.6,0.3,1,1
Tim Duncan,SAS,31.3,17.9,10.1,3.2,0.6,1.5,0.518,0.182,0.725,10.9,4.7,5.6,1,1
Deron Williams,UTA,36.9,18.7,4,10.5,1.3,0.2,0.469,0.371,0.801,10.3,3.7,3.3,1,1
Chauncey Billups,DEN,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,9.5,3.2,3.1,0,1
Pau Gasol,LAL,37,18.3,11.3,3.4,0.6,1.7,0.536,0,0.79,11,4.5,5.4,1,1
Kevin Durant,OKC,39.5,30.1,7.6,2.8,1.4,1,0.476,0.365,0.9,16.1,5.8,5.1,1,1
Zach Randolph,MEM,37.7,20.8,11.7,1.8,1,0.4,0.488,0.288,0.778,9.7,2.2,0.9,0,1
Chris Kaman,LAC,34.3,18.5,9.3,1.6,0.5,1.2,0.49,0,0.749,2.4,-0.8,-3.2,0,1
Jason Kidd,DAL,36,10.3,5.6,9.1,1.8,0.4,0.423,0.425,0.808,8.9,4.6,4.3,0,1
Brandon Roy,POR,37.2,21.5,4.4,4.7,0.9,0.2,0.473,0.33,0.78,9.1,3.7,4.1,1,1
Andrew Bogut,MIL,32.3,15.9,10.2,1.8,0.6,2.5,0.52,0,0.629,7.5,3,3.4,1,0
Kobe Bryant,LAL,38.8,27,5.4,5,1.5,0.3,0.456,0.329,0.811,9.4,4,3.6,1,1
Kevin Durant,OKC,38.9,27.7,6.8,2.7,1.1,1,0.462,0.35,0.88,12,3.7,2.9,1,1
Kobe Bryant,LAL,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,10.3,4.1,3.8,1,1
Chris Paul,NOH,36,15.9,4.1,9.8,2.4,0.1,0.463,0.388,0.878,13.9,6.1,6.4,1,1
Carmelo Anthony,DEN,35.7,25.6,7.3,2.9,0.9,0.6,0.455,0.378,0.838,7.9,1.8,0.5,0,1
Tim Duncan,SAS,28.4,13.4,8.9,2.7,0.7,1.9,0.5,0,0.716,7.7,3.2,3.8,0,1
Pau Gasol,LAL,37,18.8,10.2,3.3,0.6,1.6,0.529,0.333,0.823,14.7,5.6,5.3,1,1
Manu Ginobili,SAS,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,4.5,5.3,1,1
Deron Williams,UTA,37.9,20.1,4,10.3,1.2,0.2,0.439,0.331,0.845,7.3,3,2.8,0,1
Blake Griffin,LAC,38,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,4,3.2,0,1
Dirk Nowitzki,DAL,34.3,23,7,2.6,0.5,0.6,0.517,0.393,0.892,11.1,3.7,3.8,1,1
Russell Westbrook,OKC,34.7,21.9,4.6,8.2,1.9,0.4,0.442,0.33,0.842,9.4,5,5,1,1
Kevin Love,MIN,35.8,20.2,15.2,2.5,0.6,0.4,0.47,0.417,0.85,11.4,3.8,3.7,0,1
LeBron James,MIA,38.8,26.7,7.5,7,1.6,0.6,0.51,0.33,0.759,15.6,8.2,8.6,1,1
Derrick Rose,CHI,37.4,25,4.1,7.7,1,0.6,0.445,0.332,0.858,13.1,6,5.9,1,1
Amar'e Stoudemire,NYK,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,8,1.9,0.7,1,1
Dwight Howard,ORL,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0,0.596,14.4,5,4.8,1,1
Dwyane Wade,MIA,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,5.7,5.9,1,1
Chris Bosh,MIA,36.3,18.7,8.3,1.9,0.8,0.6,0.496,0.24,0.815,10.3,1.7,0.4,0,1
Rajon Rondo,BOS,37.2,10.6,4.4,11.2,2.3,0.2,0.475,0.233,0.568,6.6,2.5,2,0,1
Joe Johnson,ATL,35.5,18.2,4,4.7,0.7,0.1,0.443,0.297,0.802,4.2,1.2,-0.2,0,1
Ray Allen,BOS,36.1,16.5,3.4,2.7,1,0.2,0.491,0.444,0.881,10,4.1,3.6,0,1
Paul Pierce,BOS,34.7,18.9,5.4,3.3,1,0.6,0.497,0.374,0.86,11.6,4.7,4.7,0,1
Al Horford,ATL,35.1,15.3,9.3,3.5,0.8,1,0.557,0.5,0.798,10.1,4.4,4.4,1,1
Kevin Garnett,BOS,31.3,14.9,8.9,2.4,1.3,0.8,0.528,0.2,0.862,9,3.4,4,0,1
Zach Randolph,MEM,36.3,20.1,12.2,2.2,0.8,0.3,0.503,0.186,0.758,10.5,3.1,2.5,1,0
LaMarcus Aldridge,POR,39.6,21.8,8.8,2.1,1,1.2,0.5,0.174,0.791,11.1,3.5,2.4,1,0
Kevin Durant,OKC,38.6,28,8,3.5,1.3,1.2,0.496,0.387,0.86,15.15757576,5.715151515,5.2,1,1
Kobe Bryant,LAL,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,7.703030303,2.981818182,2.3,1,1
Blake Griffin,LAC,36.2,20.7,10.9,3.2,0.8,0.7,0.549,0.125,0.521,11.43030303,4.596969697,4.1,1,1
Chris Paul,LAC,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,15.77878788,6.709090909,7.9,1,1
Andrew Bynum,LAL,35.2,18.7,11.8,1.4,0.5,1.9,0.558,0.2,0.692,9.939393939,2.484848485,1.8,1,1
Russell Westbrook,OKC,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,9.815151515,3.727272727,3.2,1,1
Kevin Love,MIN,39,26,13.3,2,0.9,0.5,0.448,0.372,0.824,12.42424242,4.348484848,4.5,1,1
Dirk Nowitzki,DAL,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,9.442424242,2.484848485,1.8,1,1
Marc Gasol,MEM,36.5,14.6,8.9,3.1,1,1.9,0.482,0.083,0.748,10.18787879,4.348484848,3.9,0,1
Tony Parker,SAS,32.1,18.3,2.9,7.7,1,0.1,0.48,0.23,0.799,8.821212121,2.236363636,1.7,1,1
LaMarcus Aldridge,POR,36.3,21.7,8,2.4,0.9,0.8,0.512,0.182,0.814,8.696969697,2.733333333,2.4,0,1
Steve Nash,PHO,31.6,12.5,3,10.7,0.6,0.1,0.532,0.39,0.894,7.33030303,0.86969697,-0.5,0,1
Dwyane Wade,MIA,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,9.566666667,4.224242424,6.3,1,1
LeBron James,MIA,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,18.01515152,9.442424242,11,1,1
Dwight Howard,ORL,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0,0.491,9.566666667,3.727272727,3.8,1,1
Carmelo Anthony,NYK,34.1,22.6,6.3,3.6,1.1,0.4,0.43,0.335,0.804,7.703030303,2.857575758,2.9,1,1
Derrick Rose,CHI,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,7.454545455,2.981818182,4.9,0,1
Chris Bosh,MIA,35.2,18,7.9,1.8,0.9,0.8,0.487,0.286,0.821,8.572727273,1.242424242,0,0,1
Deron Williams,NJN,36.3,21,3.3,8.7,1.2,0.4,0.407,0.336,0.843,5.093939394,2.609090909,2.1,0,1
Rajon Rondo,BOS,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,6.087878788,1.987878788,1.3,1,1
Andre Iguodala,PHI,35.6,12.4,6.1,5.5,1.7,0.5,0.454,0.394,0.617,9.06969697,4.472727273,4.4,0,1
Paul Pierce,BOS,34,19.4,5.2,4.5,1.1,0.4,0.443,0.366,0.852,8.696969697,4.224242424,4.4,0,1
Roy Hibbert,IND,29.8,12.8,8.8,1.7,0.5,2,0.497,0,0.711,7.703030303,2.981818182,3,0,1
Luol Deng,CHI,39.4,15.3,6.5,2.9,1,0.7,0.412,0.367,0.77,7.206060606,2.733333333,2.1,0,1
Tyson Chandler,NYK,33.2,11.3,9.9,0.9,0.9,1.4,0.679,0,0.689,11.8030303,3.975757576,4.1,1,0
Kevin Durant,OKC,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,7.6,7.7,1,1
Kobe Bryant,LAL,38.6,27.3,5.6,6,1.4,0.3,0.463,0.324,0.839,10.9,5.1,4.7,1,1
Blake Griffin,LAC,32.5,18,8.3,3.7,1.2,0.6,0.538,0.179,0.66,10.6,4.5,4.8,1,1
Chris Paul,LAC,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,5.6,7.5,1,1
Dwight Howard,LAL,35.8,17.1,12.4,1.4,1.1,2.4,0.578,0.167,0.492,7.6,2.3,1.3,1,1
James Harden,HOU,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,5.7,5.5,1,1
Tony Parker,SAS,32.9,20.3,3,7.6,0.8,0.1,0.522,0.353,0.845,9.3,2.6,2.7,1,1
Russell Westbrook,OKC,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,5.1,5,1,1
David Lee,GSW,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0,0.797,9.1,3.3,2.5,1,1
Zach Randolph,MEM,34.3,15.4,11.2,1.4,0.8,0.4,0.46,0.087,0.75,7.9,1.4,0.2,0,1
LaMarcus Aldridge,POR,37.7,21.1,9.1,2.6,0.8,1.2,0.484,0.143,0.81,7.2,2,0.8,0,1
Tim Duncan,SAS,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,3.2,4.1,1,1
Carmelo Anthony,NYK,37,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,2.8,2.4,1,1
LeBron James,MIA,37.9,26.8,8,7.3,1.7,0.9,0.565,0.406,0.753,19.3,9.8,11.6,1,1
Dwyane Wade,MIA,34.7,21.2,5,5.1,1.9,0.8,0.521,0.258,0.725,9.6,3.5,3.9,1,1
Chris Bosh,MIA,33.2,16.6,6.8,1.7,0.9,1.4,0.535,0.284,0.798,9,2,1.2,0,1
Kevin Garnett,BOS,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,1.5,1,0,1
Kyrie Irving,CLE,34.7,22.5,3.7,5.9,1.5,0.4,0.452,0.391,0.855,5.3,2.8,3.3,0,1
Paul George,IND,37.6,17.4,7.6,4.1,1.8,0.6,0.419,0.362,0.807,9,5,4.7,1,1
Luol Deng,CHI,38.7,16.5,6.3,3,1.1,0.4,0.426,0.322,0.816,6.3,2.2,1.1,0,1
Tyson Chandler,NYK,32.8,10.4,10.7,0.9,0.6,1.1,0.638,0,0.694,9.3,3,3.5,0,1
Joakim Noah,CHI,36.8,11.9,11.1,4,1.2,2.1,0.481,0,0.751,7.3,4.4,5.2,0,1
Jrue Holiday,PHI,37.5,17.7,4.2,8,1.6,0.4,0.431,0.368,0.752,3.3,1.9,0.6,0,1
Brook Lopez,BRK,30.4,19.4,6.9,0.9,0.4,2.1,0.521,0,0.758,9,1.9,1.4,0,1
Marc Gasol,MEM,35,14.1,7.8,4,1,1.7,0.494,0.071,0.848,11.5,5.7,6.1,1,0
Kyrie Irving,CLE,35.2,20.8,3.6,6.1,1.5,0.3,0.43,0.358,0.861,6.7,3.3,3.2,0,1
LeBron James,MIA,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,8,8.9,1,1
Paul George,IND,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,4.9,4.7,1,1
Carmelo Anthony,NYK,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,4.2,3.6,0,1
Dwyane Wade,MIA,32.9,19,4.5,4.7,1.5,0.5,0.545,0.281,0.733,5.5,1.9,2.3,0,1
Joakim Noah,CHI,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0,0.737,11.2,6.1,6.6,1,1
John Wall,WAS,36.3,19.3,4.1,8.8,1.8,0.5,0.433,0.351,0.805,7.9,3.4,2.6,0,1
DeMar DeRozan,TOR,38.2,22.7,4.3,4,1.1,0.4,0.429,0.305,0.824,8.8,2,0.7,0,1
Paul Millsap,ATL,33.5,17.9,8.5,3.1,1.7,1.1,0.461,0.358,0.731,6.7,3.2,3.1,0,1
Roy Hibbert,IND,29.7,10.8,6.6,1.1,0.4,2.2,0.439,0.4,0.77,5.4,1.1,-0.2,0,1
Chris Bosh,MIA,32,16.2,6.6,1.1,1,1,0.516,0.339,0.82,8,1.6,0.5,0,1
Joe Johnson,BRK,32.6,15.8,3.4,2.7,0.6,0.1,0.454,0.401,0.815,4.9,1.2,-0.1,0,1
Kevin Durant,OKC,38.5,32,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,8.5,8.8,1,1
Kevin Love,MIN,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,7.3,8.4,1,1
Blake Griffin,LAC,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,4.8,4.6,1,1
Stephen Curry,GSW,36.5,24,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,6.7,7.4,1,1
James Harden,HOU,38,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,5.4,5.7,1,1
Chris Paul,LAC,35,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,5.2,7.4,1,1
Dwight Howard,HOU,33.7,18.3,12.2,1.8,0.8,1.8,0.591,0.286,0.547,8,2.4,1.9,1,1
LaMarcus Aldridge,POR,36.2,23.2,11.1,2.6,0.9,1,0.458,0.2,0.822,7.5,1.5,0.3,1,1
Tony Parker,SAS,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.8,-0.5,1,1
Anthony Davis,NOP,35.2,20.8,10,1.6,1.3,2.8,0.519,0.222,0.791,10.4,3.9,4.5,0,1
Damian Lillard,POR,35.8,20.7,3.5,5.6,0.8,0.3,0.424,0.394,0.871,9.6,3.5,2.7,1,1
Dirk Nowitzki,DAL,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,3.5,3.3,0,1
Goran Dragic,PHO,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,4,3.9,1,0
Al Jefferson,CHA,35,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,2.5,1.8,1,0
James Harden,HOU,36.8,27.4,5.7,7,1.9,0.7,0.44,0.375,0.868,16.4,7.8,8.4,1,1
Stephen Curry,GSW,32.7,23.8,4.3,7.7,2,0.2,0.487,0.443,0.914,15.7,7.9,9.9,1,1
Marc Gasol,MEM,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,4.6,4.8,1,1
Klay Thompson,GSW,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,2.9,2.7,1,1
LaMarcus Aldridge,POR,35.4,23.4,10.2,1.7,0.7,1,0.466,0.352,0.845,8.6,1.4,0.3,1,1
Chris Paul,LAC,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,6.9,7.5,1,1
Russell Westbrook,OKC,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,7.6,11,1,1
DeMarcus Cousins,SAC,34.1,24.1,12.7,3.6,1.5,1.7,0.467,0.25,0.782,6,3.4,4.7,1,1
Damian Lillard,POR,35.7,21,4.6,6.2,1.2,0.3,0.434,0.343,0.864,10.6,5.2,5.1,0,1
Tim Duncan,SAS,28.9,13.9,9.1,3,0.8,2,0.512,0.286,0.74,9.6,4.2,5.5,1,1
Dirk Nowitzki,DAL,29.6,17.3,5.9,1.9,0.5,0.4,0.459,0.38,0.882,7.2,1.5,0.7,0,1
Kevin Durant,OKC,33.8,25.4,6.6,4.1,0.9,0.9,0.51,0.403,0.854,4.8,1.9,6.1,0,1
LeBron James,CLE,36.1,25.3,6,7.4,1.6,0.7,0.488,0.354,0.71,10.4,5.9,7.4,1,1
Carmelo Anthony,NYK,35.7,24.2,6.6,3.1,1,0.4,0.444,0.341,0.797,2.9,1.2,1.4,0,1
John Wall,WAS,35.9,17.6,4.6,10,1.7,0.6,0.445,0.3,0.785,7.8,3.9,3.5,0,1
Pau Gasol,CHI,34.4,18.5,11.8,2.7,0.3,1.9,0.494,0.462,0.803,10.4,3.2,2.8,1,1
Kyle Lowry,TOR,34.5,17.8,4.7,6.8,1.6,0.2,0.412,0.338,0.808,7.1,3.4,3.6,0,1
Kyrie Irving,CLE,36.4,21.7,3.2,5.2,1.5,0.3,0.468,0.415,0.863,10.4,3.7,3.3,1,1
Kyle Korver,ATL,32.2,12.1,4.1,2.6,0.7,0.6,0.487,0.492,0.898,7.5,3.3,3.3,0,1
Paul Millsap,ATL,32.7,16.7,7.8,3.1,1.8,0.9,0.476,0.356,0.757,8.3,3.7,4.2,0,1
Al Horford,ATL,30.5,15.2,7.2,3.2,0.9,1.3,0.538,0.306,0.759,8.7,3.4,3.8,0,1
Jeff Teague,ATL,30.5,15.9,2.5,7,1.7,0.4,0.46,0.343,0.862,7.7,2.1,1.8,0,1
Chris Bosh,MIA,35.4,21.1,7,2.2,0.9,0.6,0.46,0.375,0.772,3.6,0.8,-0.1,0,1
Jimmy Butler,CHI,38.7,20,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,4.2,4.7,0,1
DeAndre Jordan,LAC,34.4,11.5,15,0.7,1,2.2,0.71,0.25,0.397,12.8,4.3,4.1,1,0
Anthony Davis,NOP,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14,5.7,7.1,1,1
Blake Griffin,LAC,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9,3.6,4.1,1,1
Stephen Curry,GSW,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,9.8,12.5,1,1
Kobe Bryant,LAL,28.2,17.6,3.7,2.8,0.9,0.2,0.358,0.285,0.826,-0.4,-0.2,-2.5,0,1
Kawhi Leonard,SAS,33.1,21.2,6.8,2.6,1.8,1,0.506,0.443,0.874,13.7,6.2,8.3,1,1
Kevin Durant,OKC,35.8,28.2,8.2,5,1,1.2,0.505,0.387,0.898,14.5,6.4,7.9,1,1
